ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
322	"ENSMUSG00000039686"	"Zer1"	chr2	-	30107975	30108335	30107975	30108122	30108220	30108335	322	10,8,9	139,125,156	11,3,1	109,139,107	198	100	0.154419365267	0.677492499756	0.035,0.031,0.028	0.048,0.011,0.005	0.01
703	"ENSMUSG00000026399"	"Cd55"	chr1	-	130448327	130449563	130448327	130448408	130449416	130449563	703	25,18,24	60,64,49	30,18,17	44,26,50	1108	100	0.15456778185	0.677492499756	0.036,0.025,0.042	0.058,0.059,0.03	-0.015
732	"ENSMUSG00000028073"	"Pear1"	chr3	-	87756848	87757264	87756848	87756985	87757143	87757264	732	24,24,38	106,94,85	17,37,18	73,125,116	258	100	0.153863169435	0.677492499756	0.081,0.09,0.148	0.083,0.103,0.057	0.025
1115	"ENSMUSG00000022999"	"Lmbr1l"	chr15	-	98908519	98908759	98908519	98908596	98908675	98908759	1115	37,25,41	50,58,71	22,34,25	68,61,58	179	100	0.159273518685	0.678643504156	0.292,0.194,0.244	0.153,0.237,0.194	0.049
1419	"ENSMUSG00000040701"	"Ap1g2"	chr14	-	55103202	55103507	55103202	55103258	55103408	55103507	1419	13,12,13	25,17,19	15,18,11	13,15,17	250	100	0.158271257437	0.678643504156	0.172,0.22,0.215	0.316,0.324,0.206	-0.08
1452	"ENSMUSG00000015950"	"Ncf1"	chr5	-	134220259	134222175	134220259	134221868	134222029	134222175	1452	9,9,11	24,17,14	9,8,9	20,38,22	261	100	0.157266226133	0.678643504156	0.126,0.169,0.231	0.147,0.075,0.136	0.056
1655	"ENSMUSG00000059248"	"Sept9"	chr11	+	117356612	117359470	117356612	117356709	117359418	117359470	1655	338,318,372	227,229,235	305,287,317	218,244,252	2809	100	0.157747411708	0.678643504156	0.05,0.047,0.053	0.047,0.04,0.043	0.007
1814	"ENSMUSG00000027263"	"Tubgcp4"	chr2	+	121189361	121189965	121189361	121189469	121189826	121189965	1814	67,77,69	21,28,20	56,40,75	25,28,23	457	100	0.158806493375	0.678643504156	0.411,0.376,0.43	0.329,0.238,0.416	0.078
1917	"ENSMUSG00000004846"	"Plod3"	chr5	+	136990150	136990539	136990150	136990276	136990417	136990539	1917	49,47,50	98,97,108	37,34,36	93,97,92	241	100	0.155529792567	0.678643504156	0.172,0.167,0.161	0.142,0.127,0.14	0.03
2058	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320301	80321181	2058	45,43,36	12,5,19	39,35,31	24,8,21	188	100	0.155411982871	0.678643504156	0.666,0.821,0.502	0.464,0.699,0.44	0.129
219	"ENSMUSG00000002949"	"Timm44"	chr8	-	4265225	4266680	4265225	4265276	4266555	4266680	219	964,864,926	138,173,157	826,915,914	122,143,121	1379	100	0.156985847822	0.678643504156	0.336,0.266,0.3	0.329,0.317,0.354	-0.033
2556	"ENSMUSG00000029003"	"Mad2l2"	chr4	+	148140181	148140834	148140181	148140483	148140784	148140834	2556	237,241,269	2,3,6	310,318,255	2,4,1	401	100	0.157161635133	0.678643504156	0.967,0.952,0.918	0.975,0.952,0.985	-0.025
420	"ENSMUSG00000027318"	"Adam33"	chr2	-	131053684	131054361	131053684	131053793	131053917	131054361	420	6,3,15	5,7,5	7,6,4	12,5,12	224	100	0.156512899261	0.678643504156	0.349,0.161,0.573	0.207,0.349,0.13	0.132
432	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69668195	69668548	69668195	69668333	69668404	69668548	432	103,160,116	746,854,820	96,95,118	789,777,769	171	100	0.159279528729	0.678643504156	0.075,0.099,0.076	0.066,0.067,0.082	0.012
522	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	522	24,22,21	203,257,265	23,39,20	244,224,206	178	100	0.156096582137	0.678643504156	0.062,0.046,0.043	0.05,0.089,0.052	-0.013
619	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955767	30955953	619	580,592,580	5,4,5	471,413,458	15,2,4	1850	100	0.158452890215	0.678643504156	0.862,0.889,0.862	0.629,0.918,0.861	0.068
648	"ENSMUSG00000029545"	"Acads"	chr5	-	115111856	115112391	115111856	115112027	115112239	115112391	648	41,41,39	88,83,83	25,34,33	85,83,81	312	100	0.155953727146	0.678643504156	0.13,0.137,0.131	0.086,0.116,0.115	0.027
839	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79859351	79859712	79859351	79859522	79859601	79859712	839	20,16,23	250,321,250	19,15,17	332,313,312	179	100	0.157894680042	0.678643504156	0.043,0.027,0.049	0.031,0.026,0.03	0.011
964	"ENSMUSG00000037112"	"Sik2"	chr9	-	50892800	50895961	50892800	50893389	50895343	50895961	964	697,678,645	8,10,2	677,700,635	7,1,4	2054	100	0.15964079382	0.678918468885	0.809,0.767,0.94	0.825,0.971,0.885	-0.055
1949	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46165777	46166446	46165777	46165997	46166310	46166446	1949	198,159,219	189,203,195	153,155,152	198,174,184	413	100	0.160042350242	0.679363445925	0.202,0.159,0.214	0.158,0.177,0.167	0.024
1037	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520	1037	117,118,109	897,874,924	88,63,75	697,686,708	260	100	0.161500191025	0.682701775032	0.048,0.049,0.043	0.046,0.034,0.039	0.007
1843	"ENSMUSG00000001962"	"Fam50a"	chrX	+	74314863	74315572	74314863	74314963	74315426	74315572	1843	47,54,60	147,154,142	38,37,48	135,138,149	563	100	0.161127284016	0.682701775032	0.054,0.059,0.07	0.048,0.045,0.054	0.012
910	"ENSMUSG00000030492"	"Slc7a9"	chr7	+	35453393	35454179	35453393	35453636	35454053	35454179	910	4,8,6	0,1,2	5,8,6	1,3,4	517	100	0.162022318113	0.682701775032	1.0,0.607,0.367	0.492,0.34,0.225	0.306
947	"ENSMUSG00000027933"	"Ints3"	chr3	-	90391379	90392105	90391379	90391911	90391992	90392105	947	215,187,188	29,42,19	179,167,160	19,13,25	181	100	0.161796423467	0.682701775032	0.804,0.711,0.845	0.839,0.877,0.78	-0.045
1477	"ENSMUSG00000006005"	"Tpr"	chr1	+	150447511	150449238	150447511	150447630	150449142	150449238	1477	101,133,123	219,252,224	89,79,87	214,180,201	1612	100	0.163725689086	0.686290952403	0.028,0.032,0.033	0.025,0.027,0.026	0.005
879	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	879	76,70,84	1197,1190,1106	54,52,40	923,872,871	193	100	0.163548474597	0.686290952403	0.032,0.03,0.038	0.029,0.03,0.023	0.006
887	"ENSMUSG00000024319"	"Vps52"	chr17	+	33962066	33962546	33962066	33962185	33962422	33962546	887	98,103,112	108,125,138	93,80,107	152,134,115	337	100	0.163773977278	0.686290952403	0.212,0.196,0.194	0.154,0.15,0.216	0.027
1475	"ENSMUSG00000034729"	"Mrps10"	chr17	+	47372575	47375109	47372575	47372645	47374972	47375109	1475	253,262,229	112,104,82	203,203,188	72,112,101	2427	100	0.164675089671	0.688805493907	0.085,0.094,0.103	0.104,0.069,0.071	0.013
2662	"ENSMUSG00000035576"	"L3mbtl1"	chr2	+	162966545	162967085	162966545	162966660	162966985	162967085	2662	9,7,6	3,2,1	10,10,10	1,3,0	425	100	0.165285904931	0.690098814748	0.414,0.452,0.585	0.702,0.44,1.0	-0.23
609	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84690801	84690947	609	211,177,179	2,0,3	148,137,116	1,1,6	329	100	0.165809845115	0.691025365434	0.97,1.0,0.948	0.978,0.977,0.855	0.036
1901	"ENSMUSG00000027193"	"Api5"	chr2	-	94426932	94427577	94426932	94427084	94427511	94427577	1901	9,9,13	114,136,120	10,3,5	103,136,112	527	100	0.166252144579	0.691608921449	0.015,0.012,0.02	0.018,0.004,0.008	0.006
1651	"ENSMUSG00000022558"	"Heatr7a"	chr15	+	76432148	76433396	76432148	76432295	76433273	76433396	1651	278,232,228	75,76,82	190,230,201	51,55,55	1078	100	0.16757581028	0.692056906194	0.256,0.221,0.205	0.257,0.279,0.253	-0.036
1676	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108655289	108655593	108655289	108655364	108655439	108655593	1676	17,18,24	96,65,69	14,8,11	68,51,57	175	100	0.167180713978	0.692056906194	0.092,0.137,0.166	0.105,0.082,0.099	0.036
1892	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	1892	30,31,28	230,203,217	20,18,24	205,156,224	210	100	0.168477140188	0.692056906194	0.058,0.068,0.058	0.044,0.052,0.049	0.013
190	"ENSMUSG00000028245"	"Nsmaf"	chr4	-	6417164	6417877	6417164	6417207	6417745	6417877	190	154,170,139	90,100,95	160,125,180	80,77,79	638	100	0.16788006913	0.692056906194	0.211,0.21,0.187	0.239,0.203,0.263	-0.032
1939	"ENSMUSG00000002249"	"Tead3"	chr17	-	28335484	28336573	28335484	28335496	28336510	28336573	1939	264,270,279	36,46,37	251,254,215	29,37,14	1114	100	0.167551691157	0.692056906194	0.397,0.345,0.404	0.437,0.381,0.58	-0.084
2499	"ENSMUSG00000021639"	"Gtf2h2"	chr13	-	100486070	100486524	100486070	100486125	100486473	100486524	2499	11,16,13	44,22,26	4,8,8	25,22,20	448	100	0.166908028427	0.692056906194	0.053,0.14,0.1	0.034,0.075,0.082	0.034
760	"ENSMUSG00000040359"	"Ufl1"	chr4	-	25269027	25270618	25269027	25269174	25270559	25270618	760	105,150,131	78,72,87	91,111,79	63,71,77	1485	100	0.168319374218	0.692056906194	0.083,0.123,0.092	0.089,0.095,0.065	0.016
1314	"ENSMUSG00000041477"	"Dcp1b"	chr6	+	119214769	119217979	119214769	119215606	119217901	119217979	1314	511,520,577	3,2,3	488,453,464	1,2,1	2395	100	0.168997271073	0.692323911349	0.877,0.916,0.889	0.953,0.904,0.951	-0.042
2551	"ENSMUSG00000021948"	"Prkcd"	chr14	-	30605439	30605901	30605439	30605569	30605815	30605901	2551	234,168,195	208,168,187	158,171,152	157,200,179	346	100	0.16914731925	0.692323911349	0.245,0.224,0.232	0.225,0.198,0.197	0.027
1513	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110115035	110115582	110115035	110115211	110115490	110115582	1513	33,22,33	0,0,1	25,22,33	0,0,4	379	100	0.169961630149	0.694414660323	1.0,1.0,0.897	1.0,1.0,0.685	0.071
1395	"ENSMUSG00000029033"	"Acap3"	chr4	+	155903310	155903858	155903310	155903467	155903750	155903858	1395	47,64,58	4,0,0	83,59,90	6,1,0	383	100	0.171190561255	0.698158152108	0.754,1.0,1.0	0.783,0.939,1.0	0.011
2156	"ENSMUSG00000042286"	"Stab1"	chr14	-	31140355	31140720	31140355	31140465	31140554	31140720	2156	6,4,11	36,33,44	9,16,10	34,58,36	189	100	0.171488147502	0.698158152108	0.081,0.06,0.117	0.123,0.127,0.128	-0.04
564	"ENSMUSG00000027677"	"Ttc14"	chr3	+	33800190	33800674	33800190	33800436	33800581	33800674	564	14,15,22	3,4,5	14,18,27	9,4,11	245	100	0.172962249037	0.700420576631	0.656,0.605,0.642	0.388,0.647,0.5	0.123
747	"ENSMUSG00000029381"	"Shroom3"	chr5	+	92939976	92943139	92939976	92942109	92942502	92943139	747	224,200,206	2,0,0	313,345,323	2,2,3	493	100	0.172634321109	0.700420576631	0.958,1.0,1.0	0.969,0.972,0.956	0.02
995	"ENSMUSG00000007029"	"Vars"	chr17	+	35004771	35005061	35004771	35004893	35004976	35005061	995	7,13,11	67,80,82	12,9,13	60,66,45	183	100	0.172769861262	0.700420576631	0.054,0.082,0.068	0.099,0.069,0.136	-0.033
1010	"ENSMUSG00000029528"	"Pxn"	chr5	+	115545371	115545805	115545371	115545508	115545603	115545805	1010	24,24,30	190,203,224	49,21,28	191,207,207	195	100	0.173680878406	0.702088073839	0.061,0.057,0.064	0.116,0.049,0.065	-0.016
1767	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4125959	4126200	4125959	4126040	4126041	4126200	1767	2,0,2	234,247,254	11,3,2	271,296,265	101	100	0.174015777442	0.702201232429	0.008,0.0,0.008	0.039,0.01,0.007	-0.013
1049	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106473680	106473833	1049	41,71,64	75,100,67	68,71,59	69,81,68	261	100	0.175856403176	0.703425612704	0.173,0.214,0.268	0.274,0.251,0.249	-0.04
1934	"ENSMUSG00000022469"	"Rapgef3"	chr15	-	97748582	97749546	97748582	97748670	97749495	97749546	1934	1191,1236,1329	473,466,465	1297,1358,1271	546,586,534	925	100	0.175434033188	0.703425612704	0.214,0.223,0.236	0.204,0.2,0.205	0.021
2515	"ENSMUSG00000013787"	"Ehmt2"	chr17	+	34905609	34906058	34905609	34905711	34905909	34906058	2515	38,54,32	172,164,176	47,53,43	172,173,132	298	100	0.175498123977	0.703425612704	0.069,0.099,0.058	0.084,0.093,0.099	-0.017
532	"ENSMUSG00000019338"	"Zfp687"	chr3	-	95009342	95010222	95009342	95009519	95010043	95010222	532	32,29,35	83,69,76	34,30,31	63,41,69	624	100	0.175743149894	0.703425612704	0.058,0.063,0.069	0.08,0.105,0.067	-0.021
624	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126477	45126794	45126477	45126537	45126708	45126794	624	236,237,210	3481,3415,3493	225,200,192	3553,3559,3677	271	100	0.174778434118	0.703425612704	0.024,0.025,0.022	0.023,0.02,0.019	0.003
2164	"ENSMUSG00000064289"	"Tank"	chr2	+	61643714	61644422	61643714	61643785	61644306	61644422	2164	25,24,31	98,78,71	23,18,40	68,65,55	621	100	0.178596961682	0.713141096559	0.039,0.047,0.066	0.052,0.043,0.105	-0.016
57	"ENSMUSG00000062729"	"Ppox"	chr1	-	171277446	171277804	171277446	171277596	171277693	171277804	57	47,37,21	117,135,137	31,22,25	119,115,138	197	100	0.180456528513	0.719311040484	0.169,0.122,0.072	0.117,0.089,0.084	0.024
1430	"ENSMUSG00000041939"	"Mvk"	chr5	+	114445387	114446306	114445387	114445479	114446158	114446306	1430	24,27,47	84,68,61	16,24,29	63,58,74	779	100	0.180802467297	0.719436600305	0.035,0.048,0.09	0.032,0.05,0.048	0.014
1981	"ENSMUSG00000068922"	"Msto1"	chr3	-	88910625	88911014	88910625	88910810	88910882	88911014	1981	5,9,12	91,132,85	5,6,4	79,96,90	172	100	0.181317869548	0.719796588241	0.031,0.038,0.076	0.035,0.035,0.025	0.017
2634	"ENSMUSG00000038884"	"A230050P20Rik"	chr9	+	20869603	20871235	20869603	20869653	20871196	20871235	2634	1039,1069,1018	60,61,67	847,881,917	75,62,55	1643	100	0.181522129115	0.719796588241	0.513,0.516,0.48	0.407,0.464,0.504	0.045
1129	"ENSMUSG00000022550"	"Adck5"	chr15	+	76594528	76594752	76594528	76594610	76594673	76594752	1129	25,46,41	32,38,35	25,37,32	39,42,37	163	100	0.183488132306	0.721696230202	0.324,0.426,0.418	0.282,0.351,0.347	0.063
1707	"ENSMUSG00000004567"	"Mcoln1"	chr8	+	3508683	3509235	3508683	3508780	3509135	3509235	1707	29,34,34	189,175,175	24,27,21	174,171,164	455	100	0.184524604313	0.721696230202	0.033,0.041,0.041	0.029,0.034,0.027	0.008
1881	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379820	50382715	50379820	50379964	50382536	50382715	1881	6654,6448,6285	24,28,21	5648,5700,5783	32,22,28	2672	100	0.183180895448	0.721696230202	0.912,0.896,0.918	0.869,0.907,0.885	0.022
1973	"ENSMUSG00000073434"	"Wdr90"	chr17	-	25849562	25849970	25849562	25849684	25849867	25849970	1973	17,14,9	21,20,12	30,17,11	12,15,19	283	100	0.184296491031	0.721696230202	0.222,0.198,0.209	0.469,0.286,0.17	-0.099
2256	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428133	89428827	89428133	89428229	89428410	89428827	2256	76,81,61	167,179,186	55,62,53	151,194,158	281	100	0.183504289849	0.721696230202	0.139,0.139,0.105	0.115,0.102,0.107	0.02
257	"ENSMUSG00000066900"	"Suds3"	chr5	-	117091681	117093031	117091681	117092856	117092945	117093031	257	514,499,518	111,106,96	527,597,586	89,102,107	189	100	0.18375341104	0.721696230202	0.71,0.714,0.741	0.758,0.756,0.743	-0.031
2642	"ENSMUSG00000025766"	"D3Ertd751e"	chr3	+	41756048	41758930	41756048	41756129	41758623	41758930	2642	839,869,821	5,1,3	851,749,752	3,7,4	2594	100	0.18402418647	0.721696230202	0.866,0.971,0.913	0.916,0.805,0.879	0.05
585	"ENSMUSG00000025468"	"Caly"	chr7	-	140069879	140070664	140069879	140070033	140070311	140070664	585	6,8,2	17,28,23	3,11,6	17,19,14	378	100	0.183491778854	0.721696230202	0.085,0.07,0.022	0.045,0.133,0.102	-0.034
1068	"ENSMUSG00000000759"	"Tubgcp3"	chr8	-	12648620	12649822	12648620	12648787	12649689	12649822	1068	126,115,110	60,53,47	126,98,99	45,33,40	1002	100	0.188597341959	0.725423535849	0.173,0.178,0.189	0.218,0.229,0.198	-0.035
1566	"ENSMUSG00000020357"	"Flt4"	chr11	+	49626255	49626837	49626255	49626395	49626668	49626837	1566	1,1,2	4,7,9	0,1,1	9,7,11	373	100	0.18890897581	0.725423535849	0.063,0.037,0.056	0.0,0.037,0.024	0.032
1677	"ENSMUSG00000046671"	"Fam54b"	chr4	-	134530274	134530789	134530274	134530486	134530679	134530789	1677	50,60,42	311,279,280	49,53,78	279,293,277	293	100	0.188610392619	0.725423535849	0.052,0.068,0.049	0.057,0.058,0.088	-0.011
1840	"ENSMUSG00000027246"	"Ell3"	chr2	-	121440115	121440426	121440115	121440158	121440233	121440426	1840	2,1,1	4,10,8	5,0,2	6,6,5	175	100	0.187018936335	0.725423535849	0.222,0.054,0.067	0.323,0.0,0.186	-0.055
2015	"ENSMUSG00000018287"	"Spag7"	chr11	-	70664319	70664667	70664319	70664476	70664577	70664667	2015	12,20,10	328,346,386	23,15,14	311,326,337	201	100	0.187719458497	0.725423535849	0.018,0.028,0.013	0.035,0.022,0.02	-0.006
2323	"ENSMUSG00000046962"	"Zfp295"	chr16	-	97947434	97953093	97947434	97950869	97951469	97953093	2323	56,63,69	19,13,16	74,97,85	17,10,18	700	100	0.188199316997	0.725423535849	0.296,0.409,0.381	0.383,0.581,0.403	-0.094
2414	"ENSMUSG00000004264"	"Phb2"	chr6	+	124715953	124716430	124715953	124716030	124716424	124716430	2414	111,104,120	322,384,398	74,110,118	286,265,287	494	100	0.188294350366	0.725423535849	0.065,0.052,0.058	0.05,0.078,0.077	-0.01
2439	"ENSMUSG00000000148"	"Baat1"	chr5	+	140712504	140713172	140712504	140712901	140713052	140713172	2439	3,10,8	2,3,5	4,6,7	5,5,6	251	100	0.186491137971	0.725423535849	0.374,0.57,0.389	0.242,0.323,0.317	0.15
635	"ENSMUSG00000002763"	"Pex6"	chr17	+	46723673	46724027	46723673	46723735	46723918	46724027	635	117,152,134	220,181,225	119,135,114	222,216,233	283	100	0.18755681676	0.725423535849	0.158,0.229,0.174	0.159,0.181,0.147	0.025
64	"ENSMUSG00000032604"	"Qars"	chr9	+	108508382	108509224	108508382	108508986	108509148	108509224	64	13,6,12	148,144,139	14,4,3	152,149,122	262	100	0.1879915468	0.725423535849	0.032,0.016,0.032	0.034,0.01,0.009	0.009
980	"ENSMUSG00000025579"	"Gaa"	chr11	+	119273974	119274311	119273974	119274140	119274214	119274311	980	43,27,38	439,517,484	32,28,55	390,406,431	174	100	0.188965221751	0.725423535849	0.053,0.029,0.043	0.045,0.038,0.068	-0.009
942	"ENSMUSG00000031736"	"4933436C20Rik"	chr8	-	92346349	92346870	92346349	92346463	92346783	92346870	942	11,15,18	27,31,37	33,19,20	54,29,32	420	100	0.189661708677	0.726877704276	0.088,0.103,0.104	0.127,0.135,0.13	-0.032
582	"ENSMUSG00000029534"	"St7"	chr6	+	17850356	17852412	17850356	17850425	17852257	17852412	582	13,12,19	2,0,3	12,17,12	0,0,4	1932	100	0.1899920483	0.726926097843	0.252,1.0,0.247	1.0,1.0,0.134	-0.212
180	"ENSMUSG00000001416"	"Cct3"	chr3	+	88299341	88300991	88299341	88299403	88300799	88300991	180	77,59,74	384,391,387	63,76,67	317,328,302	1496	100	0.190698090216	0.727195384024	0.013,0.01,0.013	0.013,0.015,0.015	-0.002
570	"ENSMUSG00000022580"	"Rhpn1"	chr15	+	75711790	75712451	75711790	75711898	75712256	75712451	570	250,250,240	57,76,72	255,252,249	68,40,62	458	100	0.190621179342	0.727195384024	0.489,0.418,0.421	0.45,0.579,0.467	-0.056
1283	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90719311	90720750	90719311	90719978	90720653	90720750	1283	30,11,10	7,11,8	9,13,27	13,12,19	775	100	0.192021004446	0.731021727408	0.356,0.114,0.139	0.082,0.123,0.155	0.083
1824	"ENSMUSG00000047793"	"Sned1"	chr1	+	93283201	93283687	93283201	93283385	93283574	93283687	1824	46,49,47	92,104,75	32,36,34	88,77,78	289	100	0.19284678355	0.731467852737	0.147,0.14,0.178	0.112,0.139,0.131	0.028
1900	"ENSMUSG00000003233"	"Dvl3"	chr16	+	20522255	20523531	20522255	20522325	20523409	20523531	1900	140,120,154	104,118,108	112,107,119	124,98,100	1184	100	0.193097282803	0.731467852737	0.102,0.079,0.107	0.071,0.084,0.091	0.014
1979	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	1979	57,43,27	89,92,75	16,36,36	61,77,86	1140	100	0.192651390741	0.731467852737	0.053,0.039,0.031	0.022,0.039,0.035	0.009
1736	"ENSMUSG00000016763"	"Scube1"	chr15	-	83608217	83608876	83608217	83608297	83608723	83608876	1736	9,1,5	14,24,25	8,8,9	25,19,24	526	100	0.19439093347	0.735151166577	0.109,0.008,0.037	0.057,0.074,0.067	-0.015
1773	"ENSMUSG00000037907"	"Ankrd13b"	chr11	-	77472448	77472877	77472448	77472612	77472724	77472877	1773	68,70,83	114,93,101	52,65,81	115,119,102	212	100	0.198128516549	0.748049580634	0.22,0.262,0.279	0.176,0.205,0.273	0.036
1898	"ENSMUSG00000020782"	"Llgl2"	chr11	+	115854546	115855105	115854546	115854575	115855062	115855105	1898	181,172,197	6,3,8	175,167,175	3,3,4	587	100	0.199486622478	0.751936395766	0.837,0.907,0.808	0.909,0.905,0.882	-0.048
1744	"ENSMUSG00000044667"	"D3Bwg0562e"	chr3	-	117326684	117328386	117326684	117326742	117328190	117328386	1744	50,51,33	27,23,35	22,34,34	24,27,24	1548	100	0.200516357729	0.7521228094	0.107,0.125,0.057	0.056,0.075,0.084	0.025
601	"ENSMUSG00000004071"	"Cdip1"	chr16	-	4768744	4769795	4768744	4768967	4769639	4769795	601	625,655,657	9,7,6	680,716,668	10,13,10	772	100	0.200522252506	0.7521228094	0.9,0.924,0.934	0.898,0.877,0.896	0.029
881	"ENSMUSG00000042918"	"Mamstr"	chr7	+	45642747	45643324	45642747	45642929	45643236	45643324	881	31,41,41	5,5,6	45,40,28	11,10,4	407	100	0.200048382705	0.7521228094	0.604,0.668,0.627	0.501,0.496,0.632	0.09
1894	"ENSMUSG00000058546"	"Rpl23a"	chr11	-	78180934	78181223	78180934	78180997	78181153	78181223	1894	77,72,65	1016,995,950	56,43,81	968,1022,957	256	100	0.20126903706	0.753688308991	0.029,0.027,0.026	0.022,0.016,0.032	0.004
1007	"ENSMUSG00000025722"	"Wdr73"	chr7	-	80900643	80901232	80900643	80900711	80901184	80901232	1007	101,76,103	30,23,22	79,81,96	21,15,15	573	100	0.202320120743	0.754272226624	0.37,0.366,0.45	0.396,0.485,0.528	-0.074
1274	"ENSMUSG00000020888"	"Dvl2"	chr11	+	70004804	70005300	70004804	70004874	70005154	70005300	1274	26,26,21	46,56,64	24,24,32	41,54,43	380	100	0.202317243698	0.754272226624	0.129,0.109,0.079	0.133,0.105,0.164	-0.028
730	"ENSMUSG00000022216"	"Psme1"	chr14	+	55579770	55580041	55579770	55579833	55579930	55580041	730	20,26,18	251,243,255	18,15,7	190,212,208	197	100	0.202413962914	0.754272226624	0.039,0.052,0.035	0.046,0.035,0.017	0.009
83	"ENSMUSG00000028689"	"Ccdc163"	chr4	+	116709239	116709619	116709239	116709273	116709481	116709619	83	136,99,112	4,4,1	79,82,83	1,2,1	308	100	0.203267042943	0.756219502851	0.917,0.889,0.973	0.962,0.93,0.964	-0.026
1400	"ENSMUSG00000036202"	"Rif1"	chr2	+	52093502	52094662	52093502	52093589	52094588	52094662	1400	35,19,10	14,14,12	17,29,17	9,10,7	1099	100	0.203710696237	0.75663972888	0.185,0.11,0.07	0.147,0.209,0.181	-0.057
1506	"ENSMUSG00000006958"	"Chrd"	chr16	+	20739406	20740056	20739406	20739510	20739953	20740056	1506	16,10,12	8,13,6	13,7,10	7,16,12	543	100	0.204750967261	0.758042416008	0.269,0.124,0.269	0.255,0.075,0.133	0.066
909	"ENSMUSG00000002342"	"Tmem161a"	chr8	+	70180705	70181049	70180705	70180849	70180935	70181049	909	38,45,36	95,90,99	35,43,51	122,138,123	186	100	0.204636758129	0.758042416008	0.177,0.212,0.164	0.134,0.143,0.182	0.031
2465	"ENSMUSG00000004626"	"Stxbp2"	chr8	+	3633847	3634123	3633847	3633926	3634019	3634123	2465	2,8,5	122,154,128	3,1,4	148,142,131	193	100	0.205593840851	0.758707593334	0.008,0.026,0.02	0.01,0.004,0.016	0.008
539	"ENSMUSG00000018599"	"Smcr7"	chr11	+	60730282	60730792	60730282	60730435	60730629	60730792	539	41,41,53	30,27,22	45,49,46	16,29,15	294	100	0.20533019596	0.758707593334	0.317,0.341,0.45	0.489,0.365,0.511	-0.086
2467	"ENSMUSG00000050855"	"Zfp940"	chr7	-	29846468	29846960	29846468	29846564	29846833	29846960	2467	18,2,10	7,10,9	11,15,11	2,10,8	369	100	0.207035754823	0.759736583668	0.411,0.051,0.231	0.598,0.289,0.271	-0.155
448	"ENSMUSG00000019368"	"Sec14l4"	chr11	+	4043652	4043972	4043652	4043759	4043832	4043972	448	1,3,1	0,4,2	0,1,2	4,2,2	173	100	0.207054557941	0.759736583668	1.0,0.302,0.224	0.0,0.224,0.366	0.312
788	"ENSMUSG00000027374"	"Mrps5"	chr2	+	127596899	127598276	127596899	127596934	127598185	127598276	788	24,34,26	163,174,149	27,19,32	111,116,122	1351	100	0.206656965705	0.759736583668	0.011,0.014,0.013	0.018,0.012,0.019	-0.004
952	"ENSMUSG00000024013"	"Fgd2"	chr17	+	29373217	29373414	29373217	29373297	29373383	29373414	952	4,1,7	14,15,17	8,10,4	13,23,18	186	100	0.207200886455	0.759736583668	0.133,0.035,0.181	0.249,0.189,0.107	-0.065
196	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181361000	181361472	181361000	181361071	181361390	181361472	196	91,99,122	108,140,127	86,103,72	131,122,119	419	100	0.208493437866	0.76325277734	0.167,0.144,0.187	0.135,0.168,0.126	0.023
998	"ENSMUSG00000007029"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390	998	25,47,34	120,113,88	36,44,34	94,99,82	172	100	0.208959335835	0.763736358451	0.108,0.195,0.183	0.182,0.205,0.194	-0.032
1076	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117749576	117753144	117749576	117749817	117752976	117753144	1076	198,243,255	70,78,55	199,145,195	62,63,62	3259	100	0.210711740711	0.764812106708	0.08,0.087,0.125	0.09,0.066,0.088	0.016
