ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
69	"ENSMUSG00000001911"	"Nfix"	chr8	-	84726468	84726605	84726468	84726602	84727123	84727244	69	268,291,287	55,64,79	305,334,306	57,65,55	103	100	0.114196791686	0.739047161289	0.826,0.815,0.779	0.839,0.833,0.844	-0.032
1074	"ENSMUSG00000039477"	"Tnrc18"	chr5	-	142773618	142774048	142773618	142774045	142775208	142775399	1074	100,65,98	6,11,5	86,100,82	15,10,10	103	100	0.116632285099	0.744444461189	0.942,0.852,0.95	0.848,0.907,0.888	0.034
1141	"ENSMUSG00000027284"	"Cdan1"	chr2	-	120720881	120721010	120720881	120720989	120722609	120722758	1141	1,6,3	20,20,21	3,1,1	20,30,17	121	100	0.116465536807	0.744444461189	0.04,0.199,0.106	0.11,0.027,0.046	0.054
1264	"ENSMUSG00000039716"	"Dock3"	chr9	-	106906632	106906780	106906632	106906714	106907229	106907368	1264	66,73,75	11,9,11	63,53,50	3,4,8	166	100	0.116882285908	0.744444461189	0.783,0.83,0.804	0.927,0.889,0.79	-0.063
1755	"ENSMUSG00000037447"	"Arid5a"	chr1	+	36316208	36316327	36316211	36316327	36307753	36307836	1755	43,45,37	5,5,2	38,22,41	3,5,10	103	100	0.116095501811	0.744444461189	0.893,0.897,0.947	0.925,0.81,0.799	0.068
2279	"ENSMUSG00000022517"	"Mgrn1"	chr16	+	4907364	4907486	4907367	4907486	4886099	4886473	2279	43,42,36	187,213,188	57,43,42	205,154,178	103	100	0.115352515184	0.744444461189	0.183,0.161,0.157	0.213,0.213,0.186	-0.037
2478	"ENSMUSG00000063077"	"Kif1b"	chr4	-	149257869	149258081	149257869	149258003	149262135	149262278	2478	146,171,136	96,91,105	115,107,102	75,103,87	178	100	0.116929869815	0.744444461189	0.461,0.514,0.421	0.463,0.369,0.397	0.056
584	"ENSMUSG00000020594"	"Pum2"	chr12	+	8719002	8719113	8719005	8719113	8713843	8713937	584	5,12,19	7,3,5	23,15,14	5,3,2	103	100	0.116047145347	0.744444461189	0.41,0.795,0.787	0.817,0.829,0.872	-0.175
2031	"ENSMUSG00000039410"	"Prdm16"	chr4	-	154476638	154476689	154476638	154476686	154528581	154528931	2031	13,3,6	7,1,3	8,5,7	3,2,0	103	100	0.117241867966	0.744702976154	0.643,0.744,0.66	0.721,0.708,1.0	-0.127
150	"ENSMUSG00000026766"	"Mmadhc"	chr2	-	50292808	50292953	50292808	50292913	50296251	50296309	150	166,195,241	4,8,6	178,187,209	1,6,3	140	100	0.118818175541	0.745036213019	0.967,0.946,0.966	0.992,0.957,0.98	-0.017
153	"ENSMUSG00000025340"	"Rabgef1"	chr5	+	130197946	130198116	130197949	130198116	130190876	130191043	153	80,67,82	82,70,79	48,68,87	51,49,50	103	100	0.118292302961	0.745036213019	0.486,0.482,0.502	0.477,0.574,0.628	-0.07
2325	"ENSMUSG00000030166"	"Rad52"	chr6	+	119922471	119922823	119922474	119922823	119920806	119921028	2325	42,13,25	1,3,5	19,22,27	4,4,7	103	100	0.120449746146	0.745036213019	0.976,0.808,0.829	0.822,0.842,0.789	0.053
2409	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	101026659	101026763	101026680	101026763	101021053	101021182	2409	15,30,13	248,252,215	19,16,22	155,185,164	121	100	0.120935747517	0.745036213019	0.048,0.09,0.048	0.092,0.067,0.1	-0.024
2898	"ENSMUSG00000030177"	"Ccdc77"	chr6	-	120341972	120342077	120341972	120342069	120348387	120348530	2898	4,5,7	12,6,7	0,3,2	8,9,1	108	100	0.119390429381	0.745036213019	0.236,0.436,0.481	0.0,0.236,0.649	0.089
3168	"ENSMUSG00000062590"	"Armc9"	chr1	+	86213049	86213105	86213052	86213105	86207952	86208043	3168	41,23,38	0,3,0	23,35,33	0,1,5	103	100	0.119845060553	0.745036213019	1.0,0.882,1.0	1.0,0.971,0.865	0.015
3241	"ENSMUSG00000038533"	"Cbfa2t2"	chr2	+	154531221	154531412	154531224	154531412	154528836	154528905	3241	51,45,64	12,13,11	25,44,28	24,9,8	103	100	0.120308297754	0.745036213019	0.805,0.771,0.85	0.503,0.826,0.773	0.108
3245	"ENSMUSG00000021189"	"Atxn3"	chr12	-	101948003	101948048	101948003	101948045	101948274	101948439	3245	21,34,22	2,3,0	26,15,11	1,4,3	103	100	0.120875795685	0.745036213019	0.911,0.917,1.0	0.962,0.785,0.781	0.1
35	"ENSMUSG00000034349"	"Smc4"	chr3	+	69027492	69027718	69027562	69027718	69025823	69025985	35	35,31,25	3,0,4	23,28,32	1,0,2	170	100	0.119022371913	0.745036213019	0.873,1.0,0.786	0.931,1.0,0.904	-0.059
448	"ENSMUSG00000020859"	"Spag9"	chr11	+	94092811	94092982	94092814	94092982	94092337	94092427	448	7,8,6	343,349,329	4,3,3	280,261,277	103	100	0.118477224602	0.745036213019	0.019,0.022,0.017	0.014,0.011,0.01	0.008
512	"ENSMUSG00000030689"	"Ino80e"	chr7	-	126857225	126857342	126857225	126857291	126857675	126857787	512	114,109,134	4,0,0	129,110,90	3,2,3	151	100	0.121095536081	0.745036213019	0.95,1.0,1.0	0.966,0.973,0.952	0.02
547	"ENSMUSG00000025154"	"Arhgap19"	chr19	-	41781157	41781349	41781157	41781304	41782330	41782396	547	261,279,258	20,17,21	190,190,220	10,6,15	145	100	0.11846484535	0.745036213019	0.9,0.919,0.894	0.929,0.956,0.91	-0.027
54	"ENSMUSG00000035439"	"Haus8"	chr8	-	71256458	71256554	71256458	71256551	71257355	71257425	54	50,60,52	2,4,3	44,40,47	1,0,3	103	100	0.119897642672	0.745036213019	0.96,0.936,0.944	0.977,1.0,0.938	-0.025
607	"ENSMUSG00000052337"	"Immt"	chr6	+	71852729	71852867	71852765	71852867	71851771	71851880	607	120,127,140	25,22,34	115,99,163	17,25,13	136	100	0.12074824138	0.745036213019	0.779,0.809,0.752	0.833,0.744,0.902	-0.046
1405	"ENSMUSG00000004040"	"Stat3"	chr11	-	100889477	100889590	100889477	100889540	100889885	100889928	1405	190,199,175	20,6,11	167,177,187	15,19,16	150	100	0.122031952693	0.747332056689	0.864,0.957,0.914	0.881,0.861,0.886	0.036
202	"ENSMUSG00000000154"	"Slc22a18"	chr7	+	143492805	143492942	143492841	143492942	143491745	143491853	202	1,1,2	16,26,15	3,2,3	23,19,14	136	100	0.122152808544	0.747332056689	0.044,0.028,0.089	0.088,0.072,0.136	-0.045
776	"ENSMUSG00000052563"	"D930048N14Rik"	chr11	+	51653991	51654113	51654010	51654113	51653733	51653871	776	4,10,8	4,11,4	7,9,17	4,4,6	119	100	0.122285748343	0.747332056689	0.457,0.433,0.627	0.595,0.654,0.704	-0.145
1829	"ENSMUSG00000043924"	"Ncmap"	chr4	-	135376990	135377076	135376990	135377073	135380651	135380838	1829	171,191,189	319,278,339	188,196,171	291,248,253	103	100	0.12264286337	0.747848926861	0.342,0.4,0.351	0.385,0.434,0.396	-0.041
290	"ENSMUSG00000037355"	"4933407H18Rik"	chr5	+	33410858	33411042	33410962	33411042	33409426	33409549	290	38,36,35	1,2,2	33,30,17	2,8,0	204	100	0.123374272468	0.750640806324	0.949,0.898,0.896	0.89,0.648,1.0	0.068
3389	"ENSMUSG00000041264"	"Uspl1"	chr5	+	149193839	149194440	149193897	149194440	149188344	149188473	3389	50,59,56	2,2,0	47,45,58	5,2,1	158	100	0.123803614791	0.75158654643	0.941,0.949,1.0	0.856,0.934,0.973	0.042
1121	"ENSMUSG00000029757"	"Dync1i1"	chr6	+	5769700	5769791	5769733	5769791	5767029	5767144	1121	355,328,329	168,173,170	199,257,255	102,92,103	133	100	0.124567390174	0.751949043749	0.614,0.588,0.593	0.595,0.677,0.651	-0.043
2197	"ENSMUSG00000025646"	"Atrip"	chr9	-	109061109	109061201	109061109	109061198	109061531	109061668	2197	48,58,58	1,4,5	43,46,45	5,6,4	103	100	0.125725558403	0.751949043749	0.979,0.934,0.918	0.893,0.882,0.916	0.047
2725	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35204207	35205141	35204207	35205123	35205304	35205409	2725	1,3,5	77,82,83	6,1,7	70,68,57	118	100	0.125366434903	0.751949043749	0.011,0.03,0.049	0.068,0.012,0.094	-0.028
2845	"ENSMUSG00000029346"	"Srrd"	chr5	-	112338317	112338567	112338317	112338472	112339718	112339817	2845	60,76,82	30,32,38	57,81,68	45,43,38	195	100	0.125781563805	0.751949043749	0.506,0.549,0.525	0.394,0.491,0.479	0.072
3053	"ENSMUSG00000024160"	"Spsb3"	chr17	+	24891304	24892149	24891359	24892149	24891010	24891136	3053	39,41,26	169,138,131	25,25,29	140,141,149	155	100	0.124561308001	0.751949043749	0.13,0.161,0.114	0.103,0.103,0.112	0.029
3155	"ENSMUSG00000022973"	"Synj1"	chr16	-	90973909	90974075	90973909	90974066	90976598	90976751	3155	17,33,29	124,100,85	23,29,22	75,71,59	109	100	0.125630479079	0.751949043749	0.112,0.232,0.238	0.22,0.273,0.255	-0.055
705	"ENSMUSG00000028975"	"Pex14"	chr4	-	148967523	148970635	148967523	148967626	148984036	148984165	705	213,219,178	1,0,0	182,211,192	1,3,0	3109	100	0.125047251592	0.751949043749	0.873,1.0,1.0	0.854,0.693,1.0	0.109
710	"ENSMUSG00000035299"	"Mid1"	chrX	+	169985896	169986097	169985935	169986097	169984998	169985142	710	1,5,4	12,11,19	2,1,1	13,8,14	139	100	0.126316632434	0.753506172606	0.057,0.246,0.132	0.1,0.083,0.049	0.068
2522	"ENSMUSG00000022016"	"Akap11"	chr14	-	78502938	78503025	78502938	78503022	78507724	78507880	2522	56,45,65	19,18,15	35,46,38	19,13,25	103	100	0.127056796008	0.756277328082	0.741,0.708,0.808	0.641,0.775,0.596	0.082
2656	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101913158	101913346	101913239	101913346	101911998	101912160	2656	19,14,28	134,126,108	13,18,15	134,135,118	181	100	0.12774095009	0.758703824777	0.073,0.058,0.125	0.051,0.069,0.066	0.023
2093	"ENSMUSG00000032547"	"Ryk"	chr9	+	102885993	102886128	102886002	102886128	102881653	102881754	2093	123,106,153	125,120,103	129,143,145	95,110,96	109	100	0.128368665081	0.760785349854	0.474,0.448,0.577	0.555,0.544,0.581	-0.06
2473	"ENSMUSG00000062627"	"Mysm1"	chr4	-	94968979	94969058	94968979	94969053	94970511	94970535	2473	24,19,24	3,1,1	17,9,19	1,0,0	105	100	0.129737951983	0.765593419874	0.884,0.948,0.958	0.942,1.0,1.0	-0.051
2550	"ENSMUSG00000036779"	"Papd5"	chr8	+	88252385	88252573	88252526	88252573	88252181	88252285	2550	108,103,138	5,8,4	143,127,125	2,4,5	241	100	0.129604072055	0.765593419874	0.9,0.842,0.935	0.967,0.929,0.912	-0.044
3223	"ENSMUSG00000025224"	"Gbf1"	chr19	+	46268390	46268516	46268419	46268516	46267992	46268116	3223	126,129,138	6,4,2	100,128,127	1,0,5	129	100	0.130126819204	0.766240325957	0.942,0.962,0.982	0.987,1.0,0.952	-0.018
363	"ENSMUSG00000003813"	"Rad23a"	chr8	-	84837459	84837593	84837459	84837590	84837688	84837767	363	114,89,117	102,100,126	88,94,99	110,125,120	103	100	0.130934417391	0.769344842229	0.52,0.464,0.474	0.437,0.422,0.445	0.051
2319	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79178889	79179079	79178907	79179079	79175832	79175970	2319	7,5,3	28,32,21	11,6,4	13,22,25	118	100	0.131617643034	0.771706864285	0.175,0.117,0.108	0.418,0.188,0.119	-0.108
49	"ENSMUSG00000025875"	"Tspan17"	chr13	+	54795410	54795458	54795414	54795458	54795052	54795178	49	221,255,231	7,8,26	208,247,199	26,13,14	104	100	0.132256289358	0.773797991468	0.968,0.968,0.895	0.885,0.948,0.932	0.022
3235	"ENSMUSG00000072772"	"Grcc10"	chr6	-	124739182	124739515	124739182	124739413	124740518	124740695	3235	48,53,44	817,844,870	32,47,40	882,831,895	202	100	0.132830151663	0.773855490793	0.028,0.03,0.024	0.018,0.027,0.022	0.005
693	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66996464	66996590	66996470	66996590	66994516	66994712	693	192,148,144	8,6,3	134,120,126	4,3,1	106	100	0.132711223665	0.773855490793	0.958,0.959,0.978	0.969,0.974,0.992	-0.013
149	"ENSMUSG00000026766"	"Mmadhc"	chr2	-	50292808	50292953	50292808	50292898	50296251	50296309	149	168,201,249	9,9,16	185,194,222	3,7,12	155	100	0.133748762134	0.777556362915	0.923,0.935,0.909	0.975,0.947,0.923	-0.026
44	"ENSMUSG00000031299"	"Pdha1"	chrX	-	160130108	160130275	160130108	160130235	160132068	160132242	44	12,22,26	469,474,511	16,14,12	452,494,459	140	100	0.134816809852	0.782108512122	0.018,0.032,0.035	0.025,0.02,0.018	0.007
1228	"ENSMUSG00000038695"	"Josd2"	chr7	+	44470858	44471307	44471112	44471307	44470411	44470537	1228	349,374,346	270,222,218	322,393,340	275,277,265	354	100	0.136360943835	0.782716507198	0.267,0.322,0.31	0.249,0.286,0.266	0.033
164	"ENSMUSG00000057098"	"Ebf1"	chr11	+	44907903	44908037	44907906	44908037	44883813	44883955	164	62,53,56	73,89,80	86,70,68	97,72,81	103	100	0.136320538933	0.782716507198	0.452,0.366,0.405	0.463,0.486,0.449	-0.058
1671	"ENSMUSG00000070953"	"Rabepk"	chr2	-	34785566	34785728	34785566	34785725	34790502	34790655	1671	71,62,74	10,10,6	68,69,78	5,6,6	103	100	0.137203585992	0.782716507198	0.873,0.858,0.923	0.93,0.918,0.927	-0.04
2431	"ENSMUSG00000037692"	"Ahdc1"	chr4	+	133060661	133060892	133060780	133060892	133055012	133055203	2431	26,29,19	38,27,31	16,21,23	41,38,33	219	100	0.136655619899	0.782716507198	0.238,0.329,0.219	0.151,0.201,0.241	0.064
295	"ENSMUSG00000060216"	"Arrb2"	chr11	+	70439817	70439905	70439850	70439905	70439661	70439741	295	25,27,30	111,120,131	26,38,26	94,106,99	133	100	0.137043531964	0.782716507198	0.145,0.145,0.147	0.172,0.212,0.165	-0.037
3226	"ENSMUSG00000037266"	"D4Wsu53e"	chr4	+	134926025	134926818	134926734	134926818	134925292	134925432	3226	6678,6724,6504	381,339,354	6569,6523,6585	315,296,312	809	100	0.136896774214	0.782716507198	0.684,0.71,0.694	0.72,0.731,0.723	-0.029
3268	"ENSMUSG00000061689"	"Dlgap4"	chr2	+	156748022	156748420	156748331	156748420	156745834	156746196	3268	102,113,119	87,78,65	90,121,129	60,56,70	409	100	0.13707606741	0.782716507198	0.223,0.262,0.309	0.268,0.346,0.311	-0.044
372	"ENSMUSG00000005442"	"Cic"	chr7	+	25291051	25291342	25291054	25291342	25290798	25290965	372	96,85,109	99,122,109	107,106,104	93,97,100	103	100	0.136647409403	0.782716507198	0.485,0.403,0.493	0.528,0.515,0.502	-0.055
1162	"ENSMUSG00000021519"	"Mterfd1"	chr13	-	66928169	66928322	66928169	66928287	66929884	66930223	1162	140,140,191	9,2,5	124,147,132	1,5,2	135	100	0.137665177473	0.783720429431	0.92,0.981,0.966	0.989,0.956,0.98	-0.019
2119	"ENSMUSG00000039637"	"Coro7"	chr16	-	4635383	4635460	4635383	4635438	4655009	4655092	2119	4,10,7	63,65,57	2,5,3	50,56,37	122	100	0.138479555392	0.786096553355	0.049,0.112,0.091	0.032,0.068,0.062	0.03
936	"ENSMUSG00000014873"	"Surf2"	chr2	+	26918872	26919055	26918928	26919055	26917427	26917531	936	89,77,77	23,25,26	67,80,87	12,23,17	156	100	0.138655514513	0.786096553355	0.713,0.664,0.655	0.782,0.69,0.766	-0.069
3358	"ENSMUSG00000020328"	"Nudcd2"	chr11	+	40736492	40736644	40736567	40736644	40736017	40736066	3358	103,96,89	0,9,7	63,108,123	2,3,4	175	100	0.139129417115	0.787156949616	1.0,0.859,0.879	0.947,0.954,0.946	-0.036
1253	"ENSMUSG00000037112"	"Sik2"	chr9	-	50892800	50894081	50892800	50893389	50895343	50895961	1253	462,447,383	8,10,2	400,449,423	7,1,4	792	100	0.142236821147	0.789736278682	0.879,0.849,0.96	0.878,0.983,0.93	-0.034
1688	"ENSMUSG00000034947"	"Tmem106a"	chr11	+	101582500	101582704	101582624	101582704	101582241	101582325	1688	2,1,3	5,7,7	4,7,4	6,13,9	224	100	0.140405511762	0.789736278682	0.152,0.06,0.161	0.229,0.194,0.166	-0.072
1765	"ENSMUSG00000038524"	"Fchsd1"	chr18	-	37968213	37968333	37968213	37968281	37968749	37968795	1765	9,10,10	70,75,67	0,7,6	50,47,49	152	100	0.14012059587	0.789736278682	0.078,0.081,0.089	0.0,0.089,0.075	0.028
2255	"ENSMUSG00000016346"	"Kcnq2"	chr2	-	181087574	181087683	181087574	181087680	181088346	181088570	2255	120,87,85	31,22,29	88,49,76	7,19,15	103	100	0.142260436854	0.789736278682	0.79,0.793,0.74	0.924,0.715,0.831	-0.049
2331	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053137	31052984	31053080	31054023	31054218	2331	72,82,64	3,1,1	51,73,80	8,0,2	157	100	0.141676903806	0.789736278682	0.939,0.981,0.976	0.802,1.0,0.962	0.044
2357	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31396793	31397137	31397035	31397137	31396322	31396497	2357	60,25,34	8,10,9	29,46,49	7,3,6	342	100	0.140649501311	0.789736278682	0.687,0.422,0.525	0.548,0.818,0.705	-0.146
246	"ENSMUSG00000040415"	"Dtx3"	chr10	-	127192608	127193357	127192608	127193338	127193729	127193803	246	667,668,635	43,46,41	580,580,597	34,27,31	119	100	0.142987262558	0.789736278682	0.929,0.924,0.929	0.935,0.948,0.942	-0.014
258	"ENSMUSG00000025486"	"Sirt3"	chr7	-	140877956	140878137	140877956	140878051	140881762	140881869	258	178,169,200	3,2,4	144,159,162	0,0,0	186	100	0.142884991864	0.789736278682	0.97,0.978,0.964	1.0,1.0,1.0	-0.029
3350	"ENSMUSG00000030838"	"Ush1c"	chr7	-	46196711	46196820	46196711	46196797	46197195	46197251	3350	7,8,6	8,6,10	4,7,3	10,8,13	123	100	0.141691449656	0.789736278682	0.416,0.52,0.328	0.245,0.416,0.158	0.148
701	"ENSMUSG00000029576"	"Radil"	chr5	-	142486754	142487175	142486754	142487106	142487446	142487637	701	11,17,15	51,51,61	8,12,8	48,52,56	169	100	0.141321520843	0.789736278682	0.113,0.165,0.127	0.09,0.12,0.078	0.039
829	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690784	84690947	84690801	84690947	84690516	84690572	829	15,12,4	2,0,3	7,3,7	1,1,6	117	100	0.143038968843	0.789736278682	0.865,1.0,0.533	0.857,0.719,0.499	0.108
873	"ENSMUSG00000038895"	"Zfp653"	chr9	-	22057500	22057702	22057500	22057678	22057803	22058415	873	28,18,22	10,13,14	15,17,24	18,11,20	124	100	0.142415735957	0.789736278682	0.693,0.528,0.559	0.402,0.555,0.492	0.11
1443	"ENSMUSG00000034771"	"Tle2"	chr10	+	81590224	81590473	81590352	81590473	81589419	81589496	1443	261,273,222	20,20,24	217,231,225	11,15,16	228	100	0.143932691587	0.791788785598	0.851,0.857,0.802	0.896,0.871,0.86	-0.039
338	"ENSMUSG00000026959"	"Grin1"	chr2	-	25291180	25292484	25291180	25292128	25295791	25295937	338	187,188,173	108,117,127	214,154,189	115,96,85	456	100	0.143987829451	0.791788785598	0.275,0.261,0.23	0.29,0.26,0.328	-0.037
1917	"ENSMUSG00000035505"	"Cox18"	chr5	-	90218911	90219036	90218911	90219033	90219359	90219523	1917	24,18,26	19,22,39	23,21,28	17,22,16	103	100	0.144441561246	0.792695288118	0.551,0.443,0.393	0.568,0.481,0.629	-0.097
2483	"ENSMUSG00000023991"	"Foxp4"	chr17	-	47880262	47880349	47880262	47880343	47880769	47880892	2483	108,106,136	2,5,5	121,108,142	5,1,1	106	100	0.145858142639	0.798871743316	0.981,0.952,0.962	0.958,0.99,0.993	-0.015
1767	"ENSMUSG00000036893"	"Ehmt1"	chr2	-	24863771	24863929	24863771	24863908	24877454	24877626	1767	20,19,15	27,26,45	8,12,21	23,47,41	121	100	0.146428748039	0.800399371751	0.38,0.377,0.216	0.223,0.174,0.297	0.093
1073	"ENSMUSG00000037816"	"Fbxw17"	chr13	+	50432170	50432346	50432175	50432346	50431539	50431750	1073	47,41,23	11,6,6	38,34,35	11,12,11	105	100	0.147182617009	0.801985528177	0.803,0.867,0.785	0.767,0.73,0.752	0.069
1383	"ENSMUSG00000024387"	"Csnk2b"	chr17	-	35117695	35117922	35117695	35117885	35117995	35118071	1383	37,33,33	497,525,478	27,23,27	487,476,475	137	100	0.147303464359	0.801985528177	0.052,0.044,0.048	0.039,0.034,0.04	0.01
1313	"ENSMUSG00000020919"	"Stat5b"	chr11	-	100804869	100805026	100804869	100804998	100808395	100808533	1313	120,91,95	12,8,11	102,110,117	8,11,3	128	100	0.148546783274	0.807153214463	0.887,0.899,0.871	0.909,0.887,0.968	-0.036
2695	"ENSMUSG00000037020"	"Wdr62"	chr7	-	30242745	30242935	30242745	30242877	30243042	30243141	2695	2,1,1	1,2,1	2,1,0	3,5,2	158	100	0.148843495464	0.807167097931	0.559,0.24,0.388	0.297,0.112,0.0	0.259
1317	"ENSMUSG00000031516"	"Dctn6"	chr8	-	34104985	34105098	34104985	34105039	34106341	34106406	1317	65,42,71	11,32,13	45,31,30	22,24,10	159	100	0.15024870981	0.80839697984	0.788,0.452,0.775	0.563,0.448,0.654	0.117
3092	"ENSMUSG00000040855"	"Reps2"	chrX	-	162552542	162552669	162552542	162552666	162554796	162554945	3092	6,5,3	15,18,17	11,3,10	11,19,14	103	100	0.150058838252	0.80839697984	0.28,0.212,0.146	0.493,0.133,0.41	-0.133
502	"ENSMUSG00000056394"	"Lig1"	chr7	+	13289387	13289495	13289393	13289495	13288663	13288759	502	1,2,6	18,40,40	4,2,6	33,15,18	106	100	0.149785016331	0.80839697984	0.05,0.045,0.124	0.103,0.112,0.239	-0.078
814	"ENSMUSG00000038690"	"Atp5j2"	chr5	-	145188192	145188322	145188192	145188258	145191502	145191592	814	11,6,16	5,3,3	5,7,9	1,2,1	164	100	0.149570302439	0.80839697984	0.573,0.549,0.765	0.753,0.681,0.846	-0.131
1833	"ENSMUSG00000003316"	"Glg1"	chr8	-	111160620	111160810	111160620	111160741	111161425	111161533	1833	13,9,10	205,231,186	8,17,15	186,164,189	169	100	0.151440939213	0.81321709824	0.036,0.023,0.031	0.025,0.058,0.045	-0.013
2694	"ENSMUSG00000045503"	"Sys1"	chr2	+	164464357	164467327	164467147	164467327	164463300	164463368	2694	1270,1418,1358	10,6,6	1323,1437,1334	2,9,3	2890	100	0.151780806777	0.81345026132	0.815,0.891,0.887	0.958,0.847,0.939	-0.05
1910	"ENSMUSG00000027088"	"Phospho2"	chr2	+	69792336	69792491	69792372	69792491	69790285	69790321	1910	105,95,69	11,7,7	71,72,91	5,3,6	136	100	0.152381287693	0.813490765427	0.875,0.909,0.879	0.913,0.946,0.918	-0.038
276	"ENSMUSG00000022771"	"Ppil2"	chr16	-	17086554	17087213	17086554	17087115	17088744	17088866	276	141,174,172	3,5,7	213,219,131	7,1,2	198	100	0.152217457976	0.813490765427	0.96,0.946,0.925	0.939,0.991,0.971	-0.023
1630	"ENSMUSG00000040842"	"Szrd1"	chr4	-	141118526	141118781	141118526	141118778	141120323	141120373	1630	120,125,102	14,21,15	117,105,110	13,29,24	103	100	0.153634642247	0.815422549953	0.893,0.852,0.868	0.897,0.779,0.817	0.04
2919	"ENSMUSG00000028453"	"Fancg"	chr4	-	43003226	43003344	43003226	43003312	43003782	43003932	2919	34,42,42	2,4,3	45,41,38	3,1,1	132	100	0.153173937616	0.815422549953	0.928,0.888,0.914	0.919,0.969,0.966	-0.041
548	"ENSMUSG00000059689"	"Zfp637"	chr6	+	117844982	117845955	117845024	117845955	117843252	117843392	548	24,22,22	122,94,110	11,19,17	115,106,84	142	100	0.153496668804	0.815422549953	0.122,0.141,0.123	0.063,0.112,0.125	0.029
1611	"ENSMUSG00000058440"	"Nrf1"	chr6	+	30089911	30090146	30089914	30090146	30088832	30088988	1611	24,35,31	26,25,20	22,20,17	18,22,31	103	100	0.155091107156	0.815796770346	0.473,0.576,0.601	0.543,0.469,0.347	0.097
2878	"ENSMUSG00000064289"	"Tank"	chr2	+	61643714	61644422	61644306	61644422	61627720	61627839	2878	126,111,134	0,3,0	102,106,123	3,1,1	692	100	0.155488961695	0.815796770346	1.0,0.842,1.0	0.831,0.939,0.947	0.042
3095	"ENSMUSG00000055897"	"Ppp4r1l-ps"	chr2	-	173615482	173616423	173615482	173615576	173659322	173659367	3095	51,32,30	33,35,28	31,31,34	21,20,17	947	100	0.154815627585	0.815796770346	0.14,0.088,0.102	0.135,0.141,0.174	-0.04
691	"ENSMUSG00000007837"	"Prrg2"	chr7	-	45060204	45060386	45060204	45060359	45060740	45060892	691	51,60,47	0,0,0	44,60,42	5,1,0	127	100	0.154923763703	0.815796770346	1.0,1.0,1.0	0.874,0.979,1.0	0.049
697	"ENSMUSG00000030533"	"Unc45a"	chr7	-	80329021	80329162	80329021	80329131	80329505	80329647	697	144,115,100	2,1,0	88,115,130	1,0,7	131	100	0.155302309137	0.815796770346	0.982,0.989,1.0	0.985,1.0,0.934	0.017
96	"ENSMUSG00000042625"	"Safb2"	chr17	-	56566878	56567018	56566878	56567015	56568894	56569022	96	3,11,10	8,10,23	6,7,0	13,10,19	103	100	0.154595991488	0.815796770346	0.267,0.516,0.297	0.309,0.405,0.0	0.122
220	"ENSMUSG00000039536"	"Stau1"	chr2	-	166954899	166955130	166954899	166955112	166960022	166960121	220	90,53,79	69,66,87	62,43,47	56,80,71	118	100	0.157717005934	0.824438292281	0.525,0.405,0.435	0.484,0.313,0.359	0.07
679	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	152003622	152003781	152003652	152003781	152003360	152003525	679	7,2,3	310,333,319	6,9,3	245,267,232	130	100	0.157736918166	0.824438292281	0.017,0.005,0.007	0.018,0.025,0.01	-0.008
141	"ENSMUSG00000037904"	"Ankrd9"	chr12	-	110976426	110977770	110976426	110977548	110977947	110978127	141	97,132,120	43,41,31	87,89,83	46,32,35	322	100	0.159379788449	0.829863642323	0.412,0.5,0.546	0.37,0.463,0.424	0.067
494	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43514710	43516003	43514710	43514861	43518229	43518299	494	99,68,79	29,23,31	111,102,105	28,29,25	1242	100	0.159226628653	0.829863642323	0.216,0.192,0.17	0.242,0.221,0.253	-0.046
1744	"ENSMUSG00000041477"	"Dcp1b"	chr6	+	119217802	119217979	119217901	119217979	119214769	119215606	1744	87,87,94	3,2,3	97,60,84	1,2,1	199	100	0.160602663824	0.834647177146	0.936,0.956,0.94	0.98,0.938,0.977	-0.021
1021	"ENSMUSG00000078765"	"U2af1l4"	chr7	+	30563531	30563619	30563556	30563619	30563343	30563399	1021	124,112,135	5,6,12	123,133,118	13,6,15	125	100	0.161196096599	0.836147616385	0.952,0.937,0.9	0.883,0.947,0.863	0.032
2968	"ENSMUSG00000030882"	"Dnhd1"	chr7	+	105673789	105674044	105673819	105674044	105668445	105668602	2968	15,8,3	1,1,2	16,10,4	0,0,2	130	100	0.161995581094	0.836471021933	0.92,0.86,0.536	1.0,1.0,0.606	-0.097
3308	"ENSMUSG00000036391"	"Sec24a"	chr11	-	51729451	51729578	51729451	51729575	51731802	51731905	3308	25,23,23	7,19,8	19,31,18	6,8,5	103	100	0.161714090001	0.836471021933	0.776,0.54,0.736	0.755,0.79,0.778	-0.09
