ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
538	"AT4G19640"	"RABF2B"	chr4	-	10687809	10688478	10688404	10688478	10687633	10687727	538	19,31	79,64	86	116	644	49	0.00167139407012	0.0108219759936	0.018,0.036	0.053	-0.026
425	"AT4G33790"	"FAR3"	chr4	-	16207620	16207956	16207800	16207956	16207418	16207522	425	5,13	0,0	39	3	229	49	0.00183621516994	0.0117205223613	1.0,1.0	0.736	0.264
862	"AT3G57050"	"CBL"	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	862	272,328	22,14	172	2	94	49	0.00182903840176	0.0117205223613	0.866,0.924	0.978	-0.083
1314	"AT3G04380"	"SUVR4"	chr3	+	1161386	1161642	1161386	1161626	1162043	1162292	1314	1,1	24,10	4	5	65	49	0.00192271692937	0.0121862340594	0.03,0.07	0.376	-0.326
1452	"AT1G49510"	"emb1273"	chr1	+	18326845	18327305	18326845	18327100	18327416	18327848	1452	35,70	80,80	45	148	254	49	0.00195409095199	0.012298474523	0.078,0.144	0.055	0.056
1010	"AT2G04790"	NA	chr2	+	1679804	1679909	1679804	1679886	1680014	1680534	1010	14,14	1,6	7	12	72	49	0.0020080868022	0.0125222379958	0.905,0.614	0.284	0.476
979	"AT2G41700"	"ABCA1"	chr2	-	17386489	17386677	17386549	17386677	17386324	17386429	979	2,5	22,15	9	7	109	49	0.0020174716771	0.0125222379958	0.039,0.13	0.366	-0.281
225	"AT1G27370"	"SPL10"	chr1	-	9507211	9508542	9508146	9508542	9506332	9507023	225	68,113	42,56	111	26	984	49	0.00207812259663	0.0128103447737	0.075,0.091	0.175	-0.092
137	"AT3G07310"	NA	chr3	-	2329047	2329926	2329321	2329926	2327817	2328807	137	17,87	72,42	83	37	323	49	0.0021136542031	0.0128533025864	0.035,0.239	0.254	-0.117
711	"AT4G18070"	NA	chr4	+	10030528	10031189	10030528	10030944	10031568	10032155	711	10,12	93,73	28	77	294	49	0.00211123788102	0.0128533025864	0.018,0.027	0.057	-0.035
471	"AT1G01220"	"FKGP"	chr1	+	91742	92089	91742	92070	92269	92933	471	2,1	0,1	1	3	68	49	0.00219494501102	0.0131696700661	1.0,0.419	0.194	0.516
895	"AT5G37475"	NA	chr5	-	14868233	14868775	14868606	14868775	14867736	14867806	895	15,21	10,13	10	26	422	49	0.00218484587537	0.0131696700661	0.148,0.158	0.043	0.11
983	"AT5G15640"	NA	chr5	+	5087218	5087862	5087218	5087651	5088221	5088603	983	0,0	8,6	5	7	260	49	0.00235200338195	0.0140185632037	0.0,0.0	0.119	-0.119
1352	"AT1G19835"	"FPP4"	chr1	-	6859698	6860198	6860097	6860198	6859438	6859513	1352	4,6	23,16	13	10	448	49	0.00238626306067	0.0140674001654	0.019,0.039	0.124	-0.095
1588	"AT4G01800"	"AGY1"	chr4	-	773908	774130	774016	774130	773590	773758	1588	2,2	15,19	8	10	157	49	0.00240138100747	0.0140674001654	0.04,0.032	0.2	-0.164
300	"AT2G34450"	NA	chr2	-	14528680	14528741	14528683	14528741	14528530	14528575	300	1,3	3,3	0	5	52	49	0.00241959245131	0.0140674001654	0.239,0.485	0.0	0.362
51	"AT4G39850"	"PXA1"	chr4	+	18494630	18494748	18494630	18494703	18494904	18495085	51	11,18	9,3	5	0	94	49	0.00242271891738	0.0140674001654	0.389,0.758	1.0	-0.426
1109	"AT3G03180"	NA	chr3	+	733383	733757	733383	733561	733842	733923	1109	69,78	0,0	59	3	245	49	0.00245877453969	0.014185237729	1.0,1.0	0.797	0.203
1313	"AT1G55810"	"UKL3"	chr1	+	20860506	20860831	20860506	20860710	20861270	20861414	1313	17,15	9,5	49	4	170	49	0.00253610527602	0.0144579827406	0.353,0.464	0.779	-0.371
303	"AT5G64910"	NA	chr5	+	25940660	25940781	25940660	25940706	25940887	25941457	303	48,40	7,6	14	0	124	49	0.00253817919223	0.0144579827406	0.73,0.725	1.0	-0.272
530	"AT5G44250"	NA	chr5	-	17825290	17825356	17825298	17825356	17825135	17825216	530	0,0	2,2	8	63	57	49	0.00258610048631	0.0146383046395	0.0,0.0	0.098	-0.098
592	"AT4G03230"	NA	chr4	-	1422419	1422524	1422438	1422524	1421540	1422335	592	3,7	2,3	2	0	68	49	0.002817222422	0.0158468761237	0.519,0.627	1.0	-0.427
727	"AT5G01260"	NA	chr5	+	105975	106476	105975	106453	106796	107454	727	44,42	6,2	57	0	72	49	0.00292412743023	0.0163460539578	0.833,0.935	1.0	-0.116
1032	"AT4G19420"	NA	chr4	-	10590024	10591633	10590289	10591633	10589692	10589808	1032	0,0	44,47	5	6	314	49	0.00307410289296	0.0170783494053	0.0,0.0	0.115	-0.115
797	"AT1G13460"	"B'THETA"	chr1	+	4615766	4616059	4615766	4615978	4616427	4617667	797	2,3	0,1	2	2	130	49	0.00312742947342	0.0172680154974	1.0,0.531	0.274	0.492
936	"AT2G38710"	NA	chr2	-	16186915	16187273	16187118	16187273	16186660	16186823	936	10,24	7,13	29	55	252	49	0.00327075674039	0.0179492747948	0.217,0.264	0.093	0.147
937	"AT2G38710"	NA	chr2	-	16186904	16187273	16187118	16187273	16186660	16186823	937	10,24	7,13	29	55	263	49	0.00331843261027	0.0181005415106	0.21,0.256	0.089	0.144
724	"AT2G39950"	NA	chr2	-	16678966	16679772	16679656	16679772	16678034	16678278	724	18,18	11,0	35	0	739	49	0.00338947996175	0.0183766985878	0.098,1.0	1.0	-0.451
1250	"AT1G17720"	"PP2AB2"	chr1	-	6096212	6096389	6096215	6096389	6095831	6095923	1250	62,56	164,142	53	67	52	49	0.00361494033149	0.0192511615286	0.263,0.271	0.427	-0.16
544	"AT1G72330"	"ALAAT2"	chr1	+	27234898	27235042	27234898	27235003	27235097	27235208	544	3,5	19,14	0	24	88	49	0.00360037304556	0.0192511615286	0.081,0.166	0.0	0.123
7	"AT3G07565"	NA	chr3	+	2415271	2415381	2415271	2415354	2415552	2415614	7	0,3	35,31	7	26	76	49	0.00360058631566	0.0192511615286	0.0,0.059	0.148	-0.118
864	"AT1G08230"	"GAT1"	chr1	-	2586097	2586519	2586288	2586519	2584799	2585084	864	30,53	21,0	87	0	240	49	0.00396534322397	0.0209929935387	0.226,1.0	1.0	-0.387
177	"AT1G73960"	"TAF2"	chr1	-	27814158	27814519	27814305	27814519	27813723	27814057	177	6,8	17,13	10	3	196	49	0.0041685935924	0.0219399662758	0.081,0.133	0.455	-0.348
613	"AT3G55850"	"LAF3"	chr3	-	20724648	20725024	20724922	20725024	20724352	20724459	613	48,60	1,4	61	0	323	49	0.00427327805445	0.0223601758663	0.879,0.695	1.0	-0.213
1580	"AT4G32730"	"PC-MYB1"	chr4	+	15790132	15790584	15790132	15790569	15790955	15791109	1580	15,13	6,7	2	7	64	49	0.00501237342501	0.0257779204715	0.657,0.587	0.179	0.443
327	"AT4G18890"	"BEH3"	chr4	+	10352385	10353495	10352385	10352989	10354620	10355555	327	28,38	104,91	33	41	555	49	0.0049596943026	0.0257779204715	0.023,0.036	0.066	-0.037
925	"AT2G33680"	NA	chr2	+	14248454	14248574	14248454	14248552	14248747	14248797	925	4,5	0,0	5	2	71	49	0.00500106456885	0.0257779204715	1.0,1.0	0.633	0.367
678	"AT1G70630"	NA	chr1	+	26631150	26631471	26631150	26631350	26631553	26631924	678	1,5	0,1	13	7	170	49	0.00509846514795	0.0259243990574	1.0,0.59	0.349	0.446
790	"AT5G11010"	NA	chr5	+	3483631	3483963	3483631	3483863	3484153	3484342	790	4,8	9,18	19	11	149	49	0.00509157553149	0.0259243990574	0.128,0.128	0.362	-0.234
339	"AT1G55500"	"ECT4"	chr1	+	20722145	20722308	20722145	20722292	20722393	20722856	339	2,6	25,26	10	14	65	49	0.00518730564206	0.0262279498756	0.057,0.148	0.35	-0.247
29	"AT3G57880"	NA	chr3	-	21433938	21434648	21434267	21434648	21433636	21433689	29	12,27	44,50	14	8	378	49	0.0052362937451	0.0263277339139	0.034,0.065	0.185	-0.136
992	"AT5G11630"	NA	chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	992	108,132	25,27	210	86	114	49	0.00544634507302	0.0272317253651	0.65,0.678	0.512	0.152
98	"AT1G63420"	NA	chr1	+	23517933	23518327	23517933	23518144	23518408	23518944	98	0,2	4,3	11	10	232	49	0.00586869276119	0.0291813452214	0.0,0.123	0.189	-0.128
1183	"AT5G53180"	"ATPTB2"	chr5	-	21570833	21571253	21571043	21571253	21570165	21570228	1183	11,36	53,48	41	38	259	49	0.00591326398462	0.0292414153086	0.038,0.124	0.17	-0.089
17	"AT2G35620"	"FEI2"	chr2	-	14965016	14965438	14965245	14965438	14964543	14964772	17	5,9	18,12	11	4	278	49	0.00604374835103	0.029723352546	0.047,0.117	0.326	-0.244
1329	"AT1G55320"	"AAE18"	chr1	+	20633940	20634195	20633940	20634191	20634282	20634484	1329	2,6	8,19	4	1	53	49	0.00610113890161	0.0298425272361	0.188,0.226	0.787	-0.58
1370	"AT4G18020"	"APRR2"	chr4	-	10007153	10007619	10007392	10007619	10006534	10006775	1370	4,14	65,65	10	17	288	49	0.00615954836505	0.0299653704246	0.01,0.035	0.091	-0.068
203	"AT1G01020"	"ARV1"	chr1	-	8570	8737	8593	8737	8416	8464	203	158,153	0,9	49	7	72	49	0.00620650432025	0.0300314725173	1.0,0.92	0.827	0.133
845	"AT4G17610"	NA	chr4	-	9808257	9808389	9808281	9808389	9808019	9808094	845	3,5	0,9	3	0	73	49	0.0062571749356	0.0301147456794	1.0,0.272	1.0	-0.364
1107	"AT1G53800"	NA	chr1	+	20081643	20081912	20081643	20081900	20082167	20082545	1107	43,33	15,10	15	16	61	49	0.0064216686242	0.0307420306478	0.697,0.726	0.43	0.282
991	"AT2G38780"	NA	chr2	+	16213255	16213480	16213255	16213322	16213589	16213683	991	198,759	235,44	218	7	207	49	0.00653963881788	0.031141137228	0.166,0.803	0.881	-0.396
364	"AT5G40910"	NA	chr5	+	16395210	16396001	16395210	16395973	16396097	16397169	364	6,15	3,2	2	0	77	49	0.00657854199506	0.0311615147134	0.56,0.827	1.0	-0.306
1289	"AT1G47550"	"SEC3A"	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	1289	4,58	67,58	44	32	52	49	0.00683932183315	0.0320789328616	0.053,0.485	0.564	-0.295
1310	"AT2G15000"	NA	chr2	-	6481592	6481989	6481827	6481989	6480816	6481207	1310	22,39	13,0	16	0	284	49	0.00688237441498	0.0320789328616	0.226,1.0	1.0	-0.387
1382	"AT1G12770"	"RH47"	chr1	+	4351018	4351582	4351018	4351269	4351822	4353797	1382	2,9	9,6	1	14	362	49	0.00694244746124	0.0320789328616	0.029,0.169	0.01	0.089
40	"AT3G01310"	NA	chr3	-	101513	101660	101531	101660	101296	101356	40	8,8	42,35	15	22	67	49	0.00694540653891	0.0320789328616	0.122,0.143	0.333	-0.201
742	"AT2G47410"	NA	chr2	+	19449671	19449829	19449671	19449826	19450266	19450503	742	22,22	21,7	1	0	52	49	0.00695043545334	0.0320789328616	0.497,0.748	1.0	-0.377
1263	"AT2G39730"	"RCA"	chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1263	313,527	825,745	668	773	60	49	0.00711277578165	0.0326607051198	0.237,0.366	0.414	-0.112
1153	"AT2G02410"	NA	chr2	+	632639	632904	632639	632874	633208	633280	1153	11,10	4,1	12	14	79	49	0.00728137660568	0.0328973254331	0.63,0.861	0.347	0.399
1296	"AT3G28070"	NA	chr3	+	10448445	10448987	10448445	10448564	10449264	10449511	1296	11,15	10,9	38	8	472	49	0.00738362193055	0.0328973254331	0.102,0.148	0.33	-0.205
1422	"AT3G49430"	"SR34A"	chr3	+	18331508	18332471	18331508	18331712	18332641	18332754	1422	141,241	97,68	116	24	808	49	0.00720420438783	0.0328973254331	0.081,0.177	0.227	-0.098
143	"AT3G61700"	NA	chr3	+	22835126	22835946	22835126	22835568	22836284	22836428	143	41,48	110,97	10	58	427	49	0.00725497712338	0.0328973254331	0.041,0.054	0.019	0.029
1511	"AT2G47470"	"PDIL2-1"	chr2	+	19483051	19483213	19483051	19483208	19483293	19483418	1511	9,16	506,464	38	710	54	49	0.00737534491595	0.0328973254331	0.016,0.03	0.046	-0.023
1597	"AT3G11470"	NA	chr3	-	3611723	3611904	3611728	3611904	3611339	3611402	1597	3,10	2,0	16	13	54	49	0.00736409498612	0.0328973254331	0.576,1.0	0.528	0.26
1295	"AT4G00420"	NA	chr4	-	184051	184469	184249	184469	183299	183379	1295	7,20	51,40	22	27	247	49	0.00771887103485	0.034221595721	0.027,0.09	0.139	-0.081
1504	"AT4G14520"	"NRPB7L"	chr4	+	8341243	8342238	8341243	8341478	8342453	8343258	1504	37,65	4,0	50	0	809	49	0.00798773444843	0.0352400049195	0.359,1.0	1.0	-0.321
912	"AT1G01650"	"SPPL4"	chr1	-	237219	237817	237503	237817	236672	237023	912	31,41	31,32	30	59	333	49	0.00851228214098	0.0373709947653	0.128,0.159	0.07	0.074
1380	"AT5G26680"	NA	chr5	-	9312085	9312304	9312106	9312304	9311445	9311956	1380	26,12	9,0	8	0	70	49	0.0089288060246	0.0388208957591	0.669,1.0	1.0	-0.165
718	"AT2G26210"	NA	chr2	+	11157117	11157529	11157117	11157247	11157615	11157821	718	9,37	53,38	42	37	331	49	0.00888974226446	0.0388208957591	0.025,0.126	0.144	-0.068
819	"AT1G65620"	"LBD6"	chr1	+	24398155	24399314	24398155	24398960	24399712	24399829	819	12,22	2,1	32	0	403	49	0.00938287932928	0.0404047435232	0.422,0.728	1.0	-0.425
977	"AT1G13000"	NA	chr1	-	4439137	4439639	4439375	4439639	4438661	4438764	977	19,15	113,98	12	22	287	49	0.00936272199046	0.0404047435232	0.028,0.025	0.085	-0.059
930	"AT5G05080"	"UBC22"	chr5	-	1500325	1500784	1500596	1500784	1499969	1500083	930	17,76	416,294	39	155	320	49	0.0098903696407	0.0423872984601	0.006,0.038	0.037	-0.015
153	"AT3G26890"	NA	chr3	-	9911367	9911768	9911414	9911768	9909317	9910792	153	11,24	9,5	31	2	96	49	0.00996947206089	0.0425238144777	0.384,0.71	0.888	-0.341
120	"AT3G20870"	"ZTP29"	chr3	-	7311780	7312042	7311983	7312042	7311610	7311703	120	2,10	21,28	19	27	252	49	0.01018654383	0.0432447615425	0.018,0.065	0.12	-0.078
1061	"AT1G49980"	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	1061	8,14	18,21	9	3	80	49	0.0108223840814	0.044838252334	0.214,0.29	0.648	-0.396
1130	"AT1G67300"	NA	chr1	-	25194098	25194213	25194111	25194213	25193703	25194014	1130	228,248	0,6	130	7	62	49	0.0107314422177	0.044838252334	1.0,0.97	0.936	0.049
1169	"AT2G21270"	"UFD1"	chr2	+	9107545	9107819	9107545	9107600	9108078	9108128	1169	2,5	58,53	27	171	268	49	0.0106630361477	0.044838252334	0.006,0.017	0.028	-0.017
1337	"AT5G46740"	"UBP21"	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	1337	7,5	0,5	2	0	69	49	0.0108608211209	0.044838252334	1.0,0.415	1.0	-0.292
716	"AT1G79950"	NA	chr1	+	30078127	30078639	30078127	30078233	30078739	30079203	716	54,88	0,5	34	0	455	49	0.0107140233964	0.044838252334	1.0,0.655	1.0	-0.172
732	"AT5G37850"	"SOS4"	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	732	15,25	5,1	12	9	82	49	0.0107976685948	0.044838252334	0.642,0.937	0.443	0.347
328	"AT1G62540"	"FMO	chr1	+	23154452	23154588	23154452	23154534	23154663	23154837	328	12,10	4,0	39	0	103	49	0.0110795674328	0.0455324689019	0.588,1.0	1.0	-0.206
1553	"AT5G18820"	"CPN60A2"	chr5	+	6271953	6272091	6271953	6272075	6272195	6272403	1553	2,10	8,0	1	0	65	49	0.0118551241207	0.0484982350392	0.159,1.0	1.0	-0.42
1053	"AT3G06050"	"PRXIIF"	chr3	-	1827026	1827385	1827226	1827385	1826506	1826601	1053	20,34	2,8	32	20	249	49	0.0120269070248	0.0487577311816	0.663,0.455	0.239	0.32
94	"AT1G73310"	"SCPL4"	chr1	-	27563011	27563266	27563152	27563266	27562602	27562895	94	5,12	2,1	27	0	190	49	0.0120060646046	0.0487577311816	0.392,0.756	1.0	-0.426
1301	"AT3G52072"	NA	chr3	-	19314052	19314213	19314090	19314213	19313233	19313836	1301	3,4	0,1	2	1	87	49	0.0121633504491	0.0490897551757	1.0,0.693	0.53	0.317
1363	"AT1G09330"	"ECH"	chr1	-	3013469	3014103	3014043	3014103	3013245	3013372	1363	18,31	3,0	22	0	623	49	0.0122372758897	0.0491676263425	0.321,1.0	1.0	-0.34
1255	"AT4G01450"	NA	chr4	+	609567	609955	609567	609857	610044	610196	1255	10,17	0,0	60	3	147	49	0.0123539135865	0.049415654346	1.0,1.0	0.87	0.13
1205	"AT5G59050"	NA	chr5	-	23840359	23841828	23841605	23841828	23839964	23840072	1205	4,6	8,9	39	25	1295	49	0.0125754735222	0.0500793193362	0.019,0.025	0.056	-0.034
868	"AT3G10840"	NA	chr3	-	3392902	3393536	3393082	3393536	3392361	3392812	868	6,21	42,38	8	70	229	49	0.0126810815953	0.0502774160166	0.03,0.106	0.024	0.044
1091	"AT5G66005"	NA	chr5	-	26398909	26399001	26398913	26399001	26398726	26398817	1091	0,6	4,1	0	5	53	49	0.0128736664176	0.0505951955277	0.0,0.847	0.0	0.423
274	"AT1G16780"	"AVPL2"	chr1	-	5744111	5744213	5744138	5744213	5743470	5743829	274	17,25	0,0	35	3	76	49	0.0128683563648	0.0505951955277	1.0,1.0	0.883	0.117
237	"AT1G11950"	NA	chr1	-	4035125	4035211	4035154	4035211	4034925	4035045	237	49,60	3,6	16	0	78	49	0.0131460064314	0.0514408947316	0.911,0.863	1.0	-0.113
79	"AT4G19670"	NA	chr4	-	10701555	10702174	10701833	10702174	10700919	10701424	79	12,8	21,11	12	4	327	49	0.0135450863269	0.0527730636113	0.079,0.098	0.31	-0.222
1159	"AT1G21400"	NA	chr1	+	7493212	7494177	7493212	7493725	7494443	7494581	1159	17,23	60,60	15	106	501	49	0.0136105842203	0.052799680165	0.027,0.036	0.014	0.018
1515	"AT1G14380"	"IQD28"	chr1	-	4921174	4921596	4921467	4921596	4920671	4920804	1515	4,3	7,6	8	2	342	49	0.0140553571739	0.0541251964578	0.076,0.067	0.364	-0.292
657	"AT3G45050"	NA	chr3	+	16477019	16477165	16477019	16477128	16477299	16477524	657	0,2	16,9	5	16	86	49	0.0141318447645	0.0541251964578	0.0,0.112	0.151	-0.095
78	"AT4G19670"	NA	chr4	-	10701503	10702174	10701833	10702174	10700919	10701424	78	12,8	21,11	12	4	379	49	0.0141326901862	0.0541251964578	0.069,0.086	0.279	-0.202
615	"AT3G07300"	NA	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	615	5,14	29,22	43	43	55	49	0.0143266592217	0.0546355648285	0.133,0.362	0.471	-0.223
579	"AT3G14110"	"FLU"	chr3	-	4677129	4677308	4677132	4677308	4676835	4677001	579	24,19	33,39	8	37	52	49	0.0149261709409	0.056443503558	0.407,0.315	0.169	0.192
757	"AT2G43410"	"FPA"	chr2	-	18029568	18031255	18030719	18031255	18029105	18029348	757	18,27	8,6	77	8	1200	49	0.014912195904	0.056443503558	0.084,0.155	0.282	-0.162
347	"AT3G22190"	"IQD5"	chr3	-	7833722	7834135	7833784	7834135	7833428	7833556	347	19,23	0,10	16	14	111	49	0.0153651630292	0.0578604465535	1.0,0.504	0.335	0.417
931	"AT5G05080"	"UBC22"	chr5	-	1500419	1500784	1500596	1500784	1499969	1500083	931	13,69	416,294	34	155	226	49	0.0156577081757	0.0587164056589	0.007,0.048	0.045	-0.017
1224	"AT1G13700"	"PGL1"	chr1	-	4695724	4696023	4695953	4696023	4695427	4695638	1224	4,8	6,3	28	5	278	49	0.0165511526307	0.0618092836831	0.105,0.32	0.497	-0.284
352	"AT1G72650"	"TRFL6"	chr1	+	27351193	27351264	27351193	27351246	27351417	27352308	352	13,17	24,16	16	6	67	49	0.0166807890638	0.0618797161389	0.284,0.437	0.661	-0.301
382	"AT5G25440"	NA	chr5	-	8856319	8856573	8856376	8856573	8856058	8856194	382	1,8	31,13	0	11	106	49	0.0167075233575	0.0618797161389	0.015,0.221	0.0	0.118
1317	"AT2G35880"	"WDL4"	chr2	-	15065517	15066056	15065708	15066056	15065088	15065406	1317	0,7	58,62	10	53	240	49	0.016911593336	0.0623788278787	0.0,0.023	0.037	-0.025
427	"AT3G02555"	NA	chr3	-	541073	541523	541434	541523	540803	540981	427	13,13	16,14	37	17	410	49	0.0172462738111	0.0633536588979	0.089,0.1	0.206	-0.111
827	"AT1G67700"	"HHL1"	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	827	81,74	189,146	81	105	63	49	0.0181508326844	0.0664054854307	0.25,0.283	0.375	-0.109
760	"AT4G11970"	NA	chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	760	20,23	20,14	21	5	53	49	0.0185680102184	0.067656717395	0.48,0.603	0.795	-0.254
928	"AT1G05785"	NA	chr1	+	1730242	1731008	1730242	1730332	1731293	1731385	928	21,34	0,3	17	0	725	49	0.0188859535741	0.0685377347447	1.0,0.434	1.0	-0.283
444	"AT4G12020"	"WRKY19"	chr4	+	7206057	7206378	7206057	7206354	7206428	7207600	444	0,1	5,0	2	1	73	49	0.0193256952678	0.0698519106065	0.0,1.0	0.573	-0.073
1245	"AT1G19400"	NA	chr1	-	6714085	6714483	6714168	6714483	6712980	6713787	1245	2,4	9,12	12	12	132	49	0.0195697940753	0.0704512586711	0.076,0.11	0.271	-0.178
31	"AT2G43500"	NA	chr2	+	18065205	18065365	18065205	18065326	18065412	18065769	31	3,9	23,22	6	4	88	49	0.0198240768449	0.0710823472526	0.068,0.186	0.455	-0.328
1483	"AT3G55520"	"FKBP20-1"	chr3	+	20593660	20594058	20593660	20593865	20594154	20594285	1483	111,149	66,57	80	67	242	49	0.0199942862846	0.0714081653021	0.254,0.346	0.195	0.105
1353	"AT1G19835"	"FPP4"	chr1	-	6859889	6860198	6860097	6860198	6859438	6859513	1353	3,6	23,16	9	10	257	49	0.0201977068701	0.0718495501308	0.024,0.067	0.146	-0.1
289	"AT3G51850"	"CPK13"	chr3	+	19234665	19235108	19234665	19234896	19235376	19235891	289	26,56	109,48	53	49	261	49	0.0206239899382	0.0730771297023	0.043,0.18	0.169	-0.058
1027	"AT3G02260"	"BIG"	chr3	-	439700	439947	439712	439947	435119	439637	1027	0,5	16,12	4	3	61	49	0.0210729988619	0.0743752901008	0.0,0.251	0.517	-0.392
240	"AT4G39710"	"PNSL4"	chr4	-	18427558	18427619	18427562	18427619	18427413	18427482	240	195,130	0,3	186	7	53	49	0.021762411983	0.0765084796277	1.0,0.976	0.961	0.027
717	"AT1G79950"	NA	chr1	+	30078127	30078608	30078127	30078233	30078739	30079203	717	112,164	0,5	45	0	424	49	0.0218840585274	0.0766367808353	1.0,0.791	1.0	-0.105
500	"AT1G79000"	"HAC1"	chr1	-	29722558	29723032	29722630	29723032	29722313	29722456	500	111,108	5,4	26	0	121	49	0.0219892079901	0.0767065395003	0.9,0.916	1.0	-0.092
1100	"AT4G22120"	"CSC1"	chr4	-	11719398	11719807	11719461	11719807	11718830	11719164	1100	4,2	24,28	8	19	112	49	0.0223703308649	0.0777347404572	0.068,0.03	0.156	-0.107
630	"AT2G26430"	"CYCL1-1"	chr2	-	11244122	11244401	11244127	11244401	11243218	11243864	630	1,6	41,44	0	36	54	49	0.0230714963273	0.0797115395947	0.022,0.11	0.0	0.066
806	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	806	5,1	5,1	0	3	259	49	0.0231871408849	0.0797115395947	0.159,0.159	0.0	0.159
875	"AT1G02670"	NA	chr1	+	577978	578079	577978	578052	578180	578244	875	5,2	3,0	2	6	76	49	0.0232049148598	0.0797115395947	0.518,1.0	0.177	0.582
515	"AT1G78910"	NA	chr1	+	29665165	29665602	29665165	29665589	29665763	29665835	515	3,3	2,1	4	0	62	49	0.0233855447471	0.0800265789825	0.542,0.703	1.0	-0.377
1417	"AT1G16560"	NA	chr1	+	5669159	5669413	5669159	5669409	5669492	5669689	1417	2,6	61,66	2	176	53	49	0.0235687346366	0.0803479589884	0.029,0.078	0.01	0.043
166	"AT3G18035"	"HON4"	chr3	-	6169925	6171262	6170380	6171262	6169771	6169837	166	91,128	102,63	107	46	504	49	0.0237622229298	0.0807018891955	0.08,0.165	0.184	-0.061
504	"AT3G18380"	NA	chr3	-	6312246	6312448	6312255	6312448	6312005	6312081	504	40,39	0,6	34	0	58	49	0.0240447023132	0.0810495583591	1.0,0.846	1.0	-0.077
974	"AT4G34140"	NA	chr4	+	16351769	16352085	16351769	16352079	16352341	16352617	974	35,20	5,1	9	0	55	49	0.0239950234492	0.0810495583591	0.862,0.947	1.0	-0.096
1208	"AT4G35300"	"TMT2"	chr4	-	16799289	16799635	16799424	16799635	16798992	16799167	1208	10,9	8,3	23	3	184	49	0.0243019022938	0.081610865912	0.25,0.444	0.671	-0.324
432	"AT2G43070"	"SPPL3"	chr2	-	17913589	17913762	17913607	17913762	17913212	17913392	432	7,10	109,134	14	81	67	49	0.0246655718343	0.082524218033	0.045,0.052	0.112	-0.064
1389	"AT5G10200"	NA	chr5	+	3201509	3202204	3201509	3201737	3202318	3204226	1389	2,3	15,11	8	11	516	49	0.0249889735676	0.0832965785587	0.013,0.025	0.065	-0.046
299	"AT4G38380"	"DTX45"	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	299	0,1	3,2	2	4	63	49	0.0261912959319	0.0869821636115	0.0,0.28	0.28	-0.14
215	"AT2G31130"	NA	chr2	-	13266294	13266565	13266459	13266565	13265447	13265570	215	5,5	17,30	4	80	214	49	0.0265195096778	0.0877483776104	0.063,0.037	0.011	0.039
1318	"AT2G35140"	NA	chr2	+	14813390	14813686	14813390	14813489	14813974	14814289	1318	3,2	0,0	4	1	246	49	0.0272784518408	0.0899289621125	1.0,1.0	0.443	0.557
164	"AT5G53850"	NA	chr5	-	21863652	21864225	21864088	21864225	21863032	21863128	164	94,159	65,57	145	41	485	49	0.0274588099951	0.0901931715168	0.127,0.22	0.263	-0.09
787	"AT3G61160"	NA	chr3	+	22636377	22636536	22636377	22636515	22636628	22636721	787	1,5	1,1	13	26	70	49	0.0275617460785	0.0902020780751	0.412,0.778	0.259	0.336
509	"AT3G01130"	NA	chr3	-	45141	45377	45311	45377	44426	44761	509	4,30	154,170	33	172	219	49	0.0288482502402	0.094070381218	0.006,0.038	0.041	-0.019
1320	"AT3G17800"	NA	chr3	-	6092711	6093151	6092729	6093151	6092253	6092564	1320	1,0	67,63	6	110	67	49	0.0295707706804	0.09538958284	0.011,0.0	0.038	-0.033
181	"AT2G04360"	NA	chr2	-	1520691	1521123	1520738	1521123	1520471	1520617	181	104,175	5,2	230	0	96	49	0.0294370920421	0.09538958284	0.914,0.978	1.0	-0.054
673	"AT1G75880"	"EXL1"	chr1	+	28491170	28491304	28491170	28491301	28491390	28491624	673	1,0	35,26	7	138	52	49	0.0294695047314	0.09538958284	0.026,0.0	0.046	-0.033
18	"AT3G62190"	NA	chr3	+	23021658	23021807	23021658	23021689	23022226	23022473	18	40,37	22,17	57	13	167	49	0.0296903554951	0.09543328552	0.348,0.39	0.563	-0.194
167	"AT4G26510"	"UKL4"	chr4	+	13383936	13384164	13383936	13384106	13384489	13384659	167	0,8	41,35	0	48	107	49	0.0305150247817	0.0977349548168	0.0,0.095	0.0	0.048
